"Time (s) run 1","Angle, Ch P2 (rad) run 1","Time (s) Run #2","Angle, Ch P2 (rad) Run #2","Time (s) 1.11","Angle, Ch P2 (rad) 1.11","Time (s) Run #4","Angle, Ch P2 (rad) Run #4","Time (s) Run #5","Angle, Ch P2 (rad) Run #5","Time (s) Run #6","Angle, Ch P2 (rad) Run #6","Time (s) Run #7","Angle, Ch P2 (rad) Run #7","Time (s) Run #8","Angle, Ch P2 (rad) Run #8","Time (s) Run #9","Angle, Ch P2 (rad) Run #9","Time (s) Run #10","Angle, Ch P2 (rad) Run #10"
1.020,-0.8749342075,1.020,1.0430095400,1.020,-0.8906421825,1.020,0.0062831900,1.020,-0.1837833075,1.020,0.7948235350,1.020,-0.4775224400,1.020,0.0345575450,1.020,0.9864608300,1.020,-0.1036726350
1.030,-0.8623678275,1.030,1.0304431600,1.030,-0.8765050050,1.030,-0.0157079750,1.030,-0.1994912825,1.030,0.7869695475,1.030,-0.4618144650,1.030,0.0424115325,1.030,0.9613280700,1.030,-0.0973894450
1.040,-0.8498014475,1.040,1.0194475775,1.040,-0.8639386250,1.040,-0.0376991400,1.040,-0.2151992575,1.040,0.7791155600,1.040,-0.4445356925,1.040,0.0502655200,1.040,0.9346245125,1.040,-0.0895354575
1.050,-0.8372350675,1.050,1.0053104000,1.050,-0.8498014475,1.050,-0.0581195075,1.050,-0.2293364350,1.050,0.7712615725,1.050,-0.4272569200,1.050,0.0565487100,1.050,0.9094917525,1.050,-0.0832522675
1.060,-0.8230978900,1.060,0.9911732225,1.060,-0.8340934725,1.060,-0.0785398750,1.060,-0.2434736125,1.060,0.7618367875,1.060,-0.4099781475,1.060,0.0628319000,1.060,0.8827881950,1.060,-0.0769690775
1.070,-0.8073899150,1.070,0.9770360450,1.070,-0.8183854975,1.070,-0.0989602425,1.070,-0.2560399925,1.070,0.7508412050,1.070,-0.3942701725,1.070,0.0691150900,1.070,0.8560846375,1.070,-0.0706858875
1.080,-0.7932527375,1.080,0.9613280700,1.080,-0.8026775225,1.080,-0.1178098125,1.080,-0.2686063725,1.080,0.7398456225,1.080,-0.3769914000,1.080,0.0753982800,1.080,0.8278102825,1.080,-0.0644026975
1.090,-0.7775447625,1.090,0.9440492975,1.090,-0.7869695475,1.090,-0.1366593825,1.090,-0.2811727525,1.090,0.7288500400,1.090,-0.3597126275,1.090,0.0816814700,1.090,0.8011067250,1.090,-0.0581195075
1.100,-0.7602659900,1.100,0.9267705250,1.100,-0.7696907750,1.100,-0.1539381550,1.100,-0.2921683350,1.100,0.7178544575,1.100,-0.3440046525,1.100,0.0879646600,1.100,0.7744031675,1.100,-0.0518363175
1.110,-0.7445580150,1.110,0.9094917525,1.110,-0.7524120025,1.110,-0.1712169275,1.110,-0.3015931200,1.110,0.7052880775,1.110,-0.3267258800,1.110,0.0926770525,1.110,0.7461288125,1.110,-0.0455531275
1.120,-0.7272792425,1.120,0.8922129800,1.120,-0.7351332300,1.120,-0.1869249025,1.120,-0.3110179050,1.120,0.6911509000,1.120,-0.3094471075,1.120,0.0973894450,1.120,0.7194252550,1.120,-0.0392699375
1.130,-0.7100004700,1.130,0.8733634100,1.130,-0.7178544575,1.130,-0.2026328775,1.130,-0.3188718925,1.130,0.6785845200,1.130,-0.2937391325,1.130,0.1021018375,1.130,0.6911509000,1.130,-0.0329867475
1.140,-0.6911509000,1.140,0.8529430425,1.140,-0.7005756850,1.140,-0.2167700550,1.140,-0.3267258800,1.140,0.6628765450,1.140,-0.2780311575,1.140,0.1052434325,1.140,0.6628765450,1.140,-0.0282743550
1.150,-0.6738721275,1.150,0.8340934725,1.150,-0.6817261150,1.150,-0.2309072325,1.150,-0.3345798675,1.150,0.6487393675,1.150,-0.2623231825,1.150,0.1083850275,1.150,0.6361729875,1.150,-0.0235619625
1.160,-0.6550225575,1.160,0.8121023075,1.160,-0.6613057475,1.160,-0.2419028150,1.160,-0.3408630575,1.160,0.6330313925,1.160,-0.2466152075,1.160,0.1130974200,1.160,0.6078986325,1.160,-0.0188495700
1.170,-0.6361729875,1.170,0.7916819400,1.170,-0.6424561775,1.170,-0.2544691950,1.170,-0.3455754500,1.170,0.6173234175,1.170,-0.2309072325,1.170,0.1162390150,1.170,0.5811950750,1.170,-0.0141371775
1.180,-0.6157526200,1.180,0.7696907750,1.180,-0.6220358100,1.180,-0.2654647775,1.180,-0.3502878425,1.180,0.6016154425,1.180,-0.2151992575,1.180,0.1178098125,1.180,0.5544915175,1.180,-0.0078539875
1.190,-0.5969030500,1.190,0.7476996100,1.190,-0.6016154425,1.190,-0.2748895625,1.190,-0.3534294375,1.190,0.5859074675,1.190,-0.2010620800,1.190,0.1209514075,1.190,0.5277879600,1.190,-0.0047123925
1.200,-0.5764826825,1.200,0.7257084450,1.200,-0.5827658725,1.200,-0.2843143475,1.200,-0.3565710325,1.200,0.5686286950,1.200,-0.1869249025,1.200,0.1225222050,1.200,0.5010844025,1.200,-6.0715321659E-18
1.210,-0.5560623150,1.210,0.7037172800,1.210,-0.5623455050,1.210,-0.2921683350,1.210,-0.3581418300,1.210,0.5513499225,1.210,-0.1727877250,1.210,0.1240930025,1.210,0.4759516425,1.210,0.0047123925
1.220,-0.5356419475,1.220,0.6801553175,1.220,-0.5419251375,1.220,-0.2984515250,1.220,-0.3581418300,1.220,0.5340711500,1.220,-0.1586505475,1.220,0.1240930025,1.220,0.4492480850,1.220,0.0078539875
1.230,-0.5152215800,1.230,0.6565933550,1.230,-0.5215047700,1.230,-0.3047347150,1.230,-0.3581418300,1.230,0.5167923775,1.230,-0.1445133700,1.230,0.1240930025,1.230,0.4241153250,1.230,0.0109955825
1.240,-0.4948012125,1.240,0.6330313925,1.240,-0.5010844025,1.240,-0.3094471075,1.240,-0.3581418300,1.240,0.4979428075,1.240,-0.1319469900,1.240,0.1256638000,1.240,0.3989825650,1.240,0.0141371775
1.250,-0.4743808450,1.250,0.6094694300,1.250,-0.4790932375,1.250,-0.3141595000,1.250,-0.3550002350,1.250,0.4790932375,1.250,-0.1193806100,1.250,0.1240930025,1.250,0.3754206025,1.250,0.0172787725
1.260,-0.4539604775,1.260,0.5843366700,1.260,-0.4586728700,1.260,-0.3173010950,1.260,-0.3534294375,1.260,0.4618144650,1.260,-0.1083850275,1.260,0.1240930025,1.260,0.3502878425,1.260,0.0204203675
1.270,-0.4335401100,1.270,0.5607747075,1.270,-0.4382525025,1.270,-0.3188718925,1.270,-0.3487170450,1.270,0.4429648950,1.270,-0.0958186475,1.270,0.1240930025,1.270,0.3282966775,1.270,0.0219911650
1.280,-0.4131197425,1.280,0.5372127450,1.280,-0.4178321350,1.280,-0.3188718925,1.280,-0.3455754500,1.280,0.4241153250,1.280,-0.0848230650,1.280,0.1225222050,1.280,0.3047347150,1.280,0.0251327600
1.290,-0.3911285775,1.290,0.5120799850,1.290,-0.3974117675,1.290,-0.3188718925,1.290,-0.3392922600,1.290,0.4036949575,1.290,-0.0753982800,1.290,0.1209514075,1.290,0.2827435500,1.290,0.0267035575
1.300,-0.3707082100,1.300,0.4885180225,1.300,-0.3785621975,1.300,-0.3188718925,1.300,-0.3330090700,1.300,0.3848453875,1.300,-0.0659734950,1.300,0.1178098125,1.300,0.2607523850,1.300,0.0282743550
1.310,-0.3518586400,1.310,0.4633852625,1.310,-0.3597126275,1.310,-0.3157302975,1.310,-0.3267258800,1.310,0.3659958175,1.310,-0.0565487100,1.310,0.1146682175,1.310,0.2403320175,1.310,0.0298451525
1.320,-0.3314382725,1.320,0.4398233000,1.320,-0.3408630575,1.320,-0.3141595000,1.320,-0.3188718925,1.320,0.3471462475,1.320,-0.0471239250,1.320,0.1115266225,1.320,0.2199116500,1.320,0.0298451525
1.330,-0.3110179050,1.330,0.4146905400,1.330,-0.3220134875,1.330,-0.3094471075,1.330,-0.3094471075,1.330,0.3282966775,1.330,-0.0392699375,1.330,0.1083850275,1.330,0.2010620800,1.330,0.0298451525
1.340,-0.2905975375,1.340,0.3911285775,1.340,-0.3015931200,1.340,-0.3047347150,1.340,-0.3000223225,1.340,0.3078763100,1.340,-0.0314159500,1.340,0.1052434325,1.340,0.1822125100,1.340,0.0314159500
1.350,-0.2717479675,1.350,0.3675666150,1.350,-0.2827435500,1.350,-0.2984515250,1.350,-0.2905975375,1.350,0.2890267400,1.350,-0.0235619625,1.350,0.1005310400,1.350,0.1649337375,1.350,0.0314159500
1.360,-0.2513276000,1.360,0.3440046525,1.360,-0.2623231825,1.360,-0.2905975375,1.360,-0.2796019550,1.360,0.2701771700,1.360,-0.0172787725,1.360,0.0973894450,1.360,0.1476549650,1.360,0.0314159500
1.370,-0.2324780300,1.370,0.3204426900,1.370,-0.2434736125,1.370,-0.2843143475,1.370,-0.2670355750,1.370,0.2513276000,1.370,-0.0125663800,1.370,0.0911062550,1.370,0.1319469900,1.370,0.0298451525
1.380,-0.2136284600,1.380,0.2968807275,1.380,-0.2246240425,1.380,-0.2748895625,1.380,-0.2544691950,1.380,0.2324780300,1.380,-0.0078539875,1.380,0.0863938625,1.380,0.1162390150,1.380,0.0298451525
1.390,-0.1963496875,1.390,0.2733187650,1.390,-0.2057744725,1.390,-0.2654647775,1.390,-0.2419028150,1.390,0.2136284600,1.390,-0.0031415950,1.390,0.0801106725,1.390,0.1021018375,1.390,0.0282743550
1.400,-0.1775001175,1.400,0.2513276000,1.400,-0.1884957000,1.400,-0.2544691950,1.400,-0.2277656375,1.400,0.1963496875,1.400,0.0015707975,1.400,0.0753982800,1.400,0.0879646600,1.400,0.0267035575
1.410,-0.1602213450,1.410,0.2293364350,1.410,-0.1727877250,1.410,-0.2419028150,1.410,-0.2136284600,1.410,0.1775001175,1.410,0.0047123925,1.410,0.0691150900,1.410,0.0769690775,1.410,0.0251327600
1.420,-0.1429425725,1.420,0.2073452700,1.420,-0.1570797500,1.420,-0.2293364350,1.420,-0.1979204850,1.420,0.1602213450,1.420,0.0062831900,1.420,0.0628319000,1.420,0.0644026975,1.420,0.0235619625
1.430,-0.1272345975,1.430,0.1869249025,1.430,-0.1413717750,1.430,-0.2151992575,1.430,-0.1822125100,1.430,0.1413717750,1.430,0.0094247850,1.430,0.0549779125,1.430,0.0534071150,1.430,0.0219911650
1.440,-0.1099558250,1.440,0.1665045350,1.440,-0.1240930025,1.440,-0.2010620800,1.440,-0.1649337375,1.440,0.1240930025,1.440,0.0094247850,1.440,0.0486947225,1.440,0.0439823300,1.440,0.0188495700
1.450,-0.0958186475,1.450,0.1460841675,1.450,-0.1068142300,1.450,-0.1853541050,1.450,-0.1476549650,1.450,0.1083850275,1.450,0.0109955825,1.450,0.0408407350,1.450,0.0361283425,1.450,0.0157079750
1.460,-0.0801106725,1.460,0.1256638000,1.460,-0.0895354575,1.460,-0.1696461300,1.460,-0.1303761925,1.460,0.0911062550,1.460,0.0109955825,1.460,0.0329867475,1.460,0.0282743550,1.460,0.0125663800
1.470,-0.0659734950,1.470,0.1068142300,1.470,-0.0753982800,1.470,-0.1523673575,1.470,-0.1115266225,1.470,0.0753982800,1.470,0.0094247850,1.470,0.0251327600,1.470,0.0219911650,1.470,0.0094247850
1.480,-0.0518363175,1.480,0.0879646600,1.480,-0.0612611025,1.480,-0.1335177875,1.480,-0.0926770525,1.480,0.0596903050,1.480,0.0078539875,1.480,0.0172787725,1.480,0.0157079750,1.480,0.0062831900
1.490,-0.0392699375,1.490,0.0706858875,1.490,-0.0486947225,1.490,-0.1146682175,1.490,-0.0722566850,1.490,0.0439823300,1.490,0.0062831900,1.490,0.0094247850,1.490,0.0109955825,1.490,0.0031415950
1.500,-0.0267035575,1.500,0.0534071150,1.500,-0.0361283425,1.500,-0.0958186475,1.500,-0.0534071150,1.500,0.0298451525,1.500,0.0031415950,1.500,-3.4694469520E-18,1.500,0.0078539875,1.500,-0.0015707975
1.510,-0.0141371775,1.510,0.0361283425,1.510,-0.0235619625,1.510,-0.0769690775,1.510,-0.0329867475,1.510,0.0157079750,1.510,-8.2399365109E-17,1.510,-0.0078539875,1.510,0.0047123925,1.510,-0.0062831900
1.520,-0.0031415950,1.520,0.0204203675,1.520,-0.0109955825,1.520,-0.0549779125,1.520,-0.0125663800,1.520,0.0015707975,1.520,-0.0047123925,1.520,-0.0172787725,1.520,0.0031415950,1.520,-0.0109955825
1.530,0.0078539875,1.530,0.0062831900,1.530,-3.4694469520E-18,1.530,-0.0345575450,1.530,0.0094247850,1.530,-0.0125663800,1.530,-0.0094247850,1.530,-0.0267035575,1.530,0.0031415950,1.530,-0.0157079750
1.540,0.0172787725,1.540,-0.0078539875,1.540,0.0094247850,1.540,-0.0109955825,1.540,0.0298451525,1.540,-0.0251327600,1.540,-0.0141371775,1.540,-0.0361283425,1.540,0.0031415950,1.540,-0.0204203675
1.550,0.0267035575,1.550,-0.0219911650,1.550,0.0204203675,1.550,0.0109955825,1.550,0.0518363175,1.550,-0.0361283425,1.550,-0.0204203675,1.550,-0.0455531275,1.550,0.0047123925,1.550,-0.0251327600
1.560,0.0345575450,1.560,-0.0345575450,1.560,0.0282743550,1.560,0.0345575450,1.560,0.0738274825,1.560,-0.0486947225,1.560,-0.0267035575,1.560,-0.0549779125,1.560,0.0078539875,1.560,-0.0298451525
1.570,0.0424115325,1.570,-0.0471239250,1.570,0.0361283425,1.570,0.0596903050,1.570,0.0973894450,1.570,-0.0596903050,1.570,-0.0345575450,1.570,-0.0644026975,1.570,0.0109955825,1.570,-0.0361283425
1.580,0.0486947225,1.580,-0.0581195075,1.580,0.0424115325,1.580,0.0832522675,1.580,0.1193806100,1.580,-0.0691150900,1.580,-0.0424115325,1.580,-0.0738274825,1.580,0.0157079750,1.580,-0.0408407350
1.590,0.0549779125,1.590,-0.0675442925,1.590,0.0502655200,1.590,0.1083850275,1.590,0.1413717750,1.590,-0.0785398750,1.590,-0.0502655200,1.590,-0.0848230650,1.590,0.0219911650,1.590,-0.0471239250
1.600,0.0612611025,1.600,-0.0769690775,1.600,0.0549779125,1.600,0.1335177875,1.600,0.1649337375,1.600,-0.0879646600,1.600,-0.0596903050,1.600,-0.0942478500,1.600,0.0282743550,1.600,-0.0534071150
1.610,0.0644026975,1.610,-0.0863938625,1.610,0.0596903050,1.610,0.1586505475,1.610,0.1869249025,1.610,-0.0958186475,1.610,-0.0691150900,1.610,-0.1036726350,1.610,0.0361283425,1.610,-0.0596903050
1.620,0.0691150900,1.620,-0.0942478500,1.620,0.0644026975,1.620,0.1853541050,1.620,0.2104868650,1.620,-0.1036726350,1.620,-0.0785398750,1.620,-0.1146682175,1.620,0.0439823300,1.620,-0.0659734950
1.630,0.0706858875,1.630,-0.1005310400,1.630,0.0675442925,1.630,0.2120576625,1.630,0.2324780300,1.630,-0.1115266225,1.630,-0.0895354575,1.630,-0.1240930025,1.630,0.0534071150,1.630,-0.0722566850
1.640,0.0738274825,1.640,-0.1068142300,1.640,0.0691150900,1.640,0.2403320175,1.640,0.2560399925,1.640,-0.1178098125,1.640,-0.1005310400,1.640,-0.1350885850,1.640,0.0644026975,1.640,-0.0785398750
1.650,0.0753982800,1.650,-0.1115266225,1.650,0.0706858875,1.650,0.2670355750,1.650,0.2796019550,1.650,-0.1225222050,1.650,-0.1130974200,1.650,-0.1445133700,1.650,0.0753982800,1.650,-0.0863938625
1.660,0.0753982800,1.660,-0.1162390150,1.660,0.0722566850,1.660,0.2937391325,1.660,0.3015931200,1.660,-0.1272345975,1.660,-0.1256638000,1.660,-0.1539381550,1.660,0.0879646600,1.660,-0.0926770525
1.670,0.0753982800,1.670,-0.1193806100,1.670,0.0722566850,1.670,0.3204426900,1.670,0.3251550825,1.670,-0.1319469900,1.670,-0.1382301800,1.670,-0.1649337375,1.670,0.1021018375,1.670,-0.0989602425
1.680,0.0738274825,1.680,-0.1209514075,1.680,0.0706858875,1.680,0.3487170450,1.680,0.3471462475,1.680,-0.1350885850,1.680,-0.1507965600,1.680,-0.1743585225,1.680,0.1162390150,1.680,-0.1068142300
1.690,0.0722566850,1.690,-0.1225222050,1.690,0.0691150900,1.690,0.3754206025,1.690,0.3691374125,1.690,-0.1382301800,1.690,-0.1633629400,1.690,-0.1837833075,1.690,0.1319469900,1.690,-0.1146682175
1.700,0.0691150900,1.700,-0.1225222050,1.700,0.0659734950,1.700,0.4036949575,1.700,0.3911285775,1.700,-0.1398009775,1.700,-0.1775001175,1.700,-0.1947788900,1.700,0.1476549650,1.700,-0.1209514075
1.710,0.0659734950,1.710,-0.1225222050,1.710,0.0628319000,1.710,0.4303985150,1.710,0.4131197425,1.710,-0.1413717750,1.710,-0.1916372950,1.710,-0.2042036750,1.710,0.1649337375,1.710,-0.1288053950
1.720,0.0628319000,1.720,-0.1209514075,1.720,0.0596903050,1.720,0.4571020725,1.720,0.4351109075,1.720,-0.1413717750,1.720,-0.2073452700,1.720,-0.2136284600,1.720,0.1822125100,1.720,-0.1350885850
1.730,0.0565487100,1.730,-0.1178098125,1.730,0.0549779125,1.730,0.4838056300,1.730,0.4555312750,1.730,-0.1413717750,1.730,-0.2214824475,1.730,-0.2214824475,1.730,0.2010620800,1.730,-0.1429425725
1.740,0.0518363175,1.740,-0.1146682175,1.740,0.0486947225,1.740,0.5089383900,1.740,0.4759516425,1.740,-0.1398009775,1.740,-0.2371904225,1.740,-0.2309072325,1.740,0.2199116500,1.740,-0.1492257625
1.750,0.0455531275,1.750,-0.1115266225,1.750,0.0424115325,1.750,0.5356419475,1.750,0.4963720100,1.750,-0.1382301800,1.750,-0.2528983975,1.750,-0.2403320175,1.750,0.2403320175,1.750,-0.1570797500
1.760,0.0376991400,1.760,-0.1052434325,1.760,0.0345575450,1.760,0.5607747075,1.760,0.5167923775,1.760,-0.1350885850,1.760,-0.2686063725,1.760,-0.2497568025,1.760,0.2607523850,1.760,-0.1633629400
1.770,0.0298451525,1.770,-0.1005310400,1.770,0.0267035575,1.770,0.5843366700,1.770,0.5372127450,1.770,-0.1319469900,1.770,-0.2843143475,1.770,-0.2576107900,1.770,0.2827435500,1.770,-0.1712169275
1.780,0.0204203675,1.780,-0.0926770525,1.780,0.0188495700,1.780,0.6094694300,1.780,0.5560623150,1.780,-0.1288053950,1.780,-0.3000223225,1.780,-0.2670355750,1.780,0.3047347150,1.780,-0.1790709150
1.790,0.0109955825,1.790,-0.0848230650,1.790,0.0094247850,1.790,0.6330313925,1.790,0.5733410875,1.790,-0.1240930025,1.790,-0.3173010950,1.790,-0.2748895625,1.790,0.3267258800,1.790,-0.1853541050
1.800,-6.9388939039E-18,1.800,-0.0769690775,1.800,1.0408340856E-17,1.800,0.6550225575,1.800,0.5921906575,1.800,-0.1178098125,1.800,-0.3330090700,1.800,-0.2827435500,1.800,0.3502878425,1.800,-0.1932080925
1.810,-0.0109955825,1.810,-0.0675442925,1.810,-0.0109955825,1.810,0.6770137225,1.810,0.6094694300,1.810,-0.1115266225,1.810,-0.3502878425,1.810,-0.2905975375,1.810,0.3738498050,1.810,-0.1994912825
1.820,-0.0219911650,1.820,-0.0565487100,1.820,-0.0235619625,1.820,0.6974340900,1.820,0.6251774050,1.820,-0.1052434325,1.820,-0.3675666150,1.820,-0.2984515250,1.820,0.3989825650,1.820,-0.2073452700
1.830,-0.0345575450,1.830,-0.0455531275,1.830,-0.0345575450,1.830,0.7194252550,1.830,0.6424561775,1.830,-0.0973894450,1.830,-0.3832745900,1.830,-0.3047347150,1.830,0.4241153250,1.830,-0.2136284600
1.840,-0.0471239250,1.840,-0.0329867475,1.840,-0.0471239250,1.840,0.7398456225,1.840,0.6581641525,1.840,-0.0895354575,1.840,-0.4005533625,1.840,-0.3125887025,1.840,0.4492480850,1.840,-0.2199116500
1.850,-0.0612611025,1.850,-0.0204203675,1.850,-0.0612611025,1.850,0.7602659900,1.850,0.6723013300,1.850,-0.0801106725,1.850,-0.4178321350,1.850,-0.3188718925,1.850,0.4743808450,1.850,-0.2261948400
1.860,-0.0753982800,1.860,-0.0062831900,1.860,-0.0753982800,1.860,0.7822571550,1.860,0.6864385075,1.860,-0.0706858875,1.860,-0.4335401100,1.860,-0.3251550825,1.860,0.5010844025,1.860,-0.2340488275
1.870,-0.0895354575,1.870,0.0078539875,1.870,-0.0895354575,1.870,0.8026775225,1.870,0.6990048875,1.870,-0.0596903050,1.870,-0.4508188825,1.870,-0.3314382725,1.870,0.5277879600,1.870,-0.2403320175
1.880,-0.1052434325,1.880,0.0219911650,1.880,-0.1052434325,1.880,0.8246686875,1.880,0.7115712675,1.880,-0.0502655200,1.880,-0.4680976550,1.880,-0.3361506650,1.880,0.5544915175,1.880,-0.2466152075
1.890,-0.1209514075,1.890,0.0392699375,1.890,-0.1209514075,1.890,0.8435182575,1.890,0.7241376475,1.890,-0.0376991400,1.890,-0.4853764275,1.890,-0.3424338550,1.890,0.5811950750,1.890,-0.2513276000
1.900,-0.1366593825,1.900,0.0549779125,1.900,-0.1366593825,1.900,0.8623678275,1.900,0.7351332300,1.900,-0.0267035575,1.900,-0.5010844025,1.900,-0.3471462475,1.900,0.6078986325,1.900,-0.2576107900
1.910,-0.1539381550,1.910,0.0722566850,1.910,-0.1539381550,1.910,0.8796466000,1.910,0.7445580150,1.910,-0.0125663800,1.910,-0.5183631750,1.910,-0.3518586400,1.910,0.6346021900,1.910,-0.2638939800
1.920,-0.1712169275,1.920,0.0911062550,1.920,-0.1712169275,1.920,0.8969253725,1.920,0.7539828000,1.920,1.9081958236E-17,1.920,-0.5340711500,1.920,-0.3550002350,1.920,0.6628765450,1.920,-0.2686063725
1.930,-0.1900664975,1.930,0.1083850275,1.930,-0.1884957000,1.930,0.9126333475,1.930,0.7634075850,1.930,0.0141371775,1.930,-0.5497791250,1.930,-0.3597126275,1.930,0.6895801025,1.930,-0.2733187650
1.940,-0.2073452700,1.940,0.1288053950,1.940,-0.2057744725,1.940,0.9283413225,1.940,0.7712615725,1.940,0.0282743550,1.940,-0.5654871000,1.940,-0.3628542225,1.940,0.7178544575,1.940,-0.2796019550
1.950,-0.2261948400,1.950,0.1476549650,1.950,-0.2261948400,1.950,0.9424785000,1.950,0.7775447625,1.950,0.0424115325,1.950,-0.5811950750,1.950,-0.3659958175,1.950,0.7445580150,1.950,-0.2843143475
1.960,-0.2450444100,1.960,0.1680753325,1.960,-0.2450444100,1.960,0.9566156775,1.960,0.7838279525,1.960,0.0581195075,1.960,-0.5969030500,1.960,-0.3691374125,1.960,0.7728323700,1.960,-0.2890267400
1.970,-0.2638939800,1.970,0.1884957000,1.970,-0.2654647775,1.970,0.9691820575,1.970,0.7885403450,1.970,0.0738274825,1.970,-0.6126110250,1.970,-0.3722790075,1.970,0.7995359275,1.970,-0.2937391325
1.980,-0.2843143475,1.980,0.2104868650,1.980,-0.2843143475,1.980,0.9801776400,1.980,0.7932527375,1.980,0.0895354575,1.980,-0.6267482025,1.980,-0.3738498050,1.980,0.8278102825,1.980,-0.2984515250
1.990,-0.3031639175,1.990,0.2324780300,1.990,-0.3031639175,1.990,0.9911732225,1.990,0.7963943325,1.990,0.1052434325,1.990,-0.6408853800,1.990,-0.3754206025,1.990,0.8545138400,1.990,-0.3015931200
2.000,-0.3235842850,2.000,0.2544691950,2.000,-0.3235842850,2.000,1.0021688050,2.000,0.7995359275,2.000,0.1225222050,2.000,-0.6550225575,2.000,-0.3769914000,2.000,0.8812173975,2.000,-0.3047347150
2.010,-0.3440046525,2.010,0.2764603600,2.010,-0.3440046525,2.010,1.0100227925,2.010,0.8011067250,2.010,0.1398009775,2.010,-0.6691597350,2.010,-0.3769914000,2.010,0.9079209550,2.010,-0.3094471075
2.020,-0.3644250200,2.020,0.3000223225,2.020,-0.3644250200,2.020,1.0178767800,2.020,0.8011067250,2.020,0.1570797500,2.020,-0.6832969125,2.020,-0.3769914000,2.020,0.9330537150,2.020,-0.3125887025
2.030,-0.3848453875,2.030,0.3220134875,2.030,-0.3864161850,2.030,1.0257307675,2.030,0.8011067250,2.030,0.1759293200,2.030,-0.6958632925,2.030,-0.3785621975,2.030,0.9597572725,2.030,-0.3157302975
2.040,-0.4052657550,2.040,0.3455754500,2.040,-0.4068365525,2.040,1.0320139575,2.040,0.8011067250,2.040,0.1932080925,2.040,-0.7084296725,2.040,-0.3769914000,2.040,0.9848900325,2.040,-0.3173010950
2.050,-0.4256861225,2.050,0.3691374125,2.050,-0.4288277175,2.050,1.0367263500,2.050,0.7995359275,2.050,0.2120576625,2.050,-0.7194252550,2.050,-0.3769914000,2.050,1.0100227925,2.050,-0.3204426900
2.060,-0.4461064900,2.060,0.3942701725,2.060,-0.4492480850,2.060,1.0398679450,2.060,0.7963943325,2.060,0.2309072325,2.060,-0.7319916350,2.060,-0.3754206025,2.060,1.0335847550,2.060,-0.3235842850
2.070,-0.4665268575,2.070,0.4178321350,2.070,-0.4712392500,2.070,1.0430095400,2.070,0.7916819400,2.070,0.2497568025,2.070,-0.7429872175,2.070,-0.3738498050,2.070,1.0587175150,2.070,-0.3251550825
2.080,-0.4869472250,2.080,0.4413940975,2.080,-0.4916596175,2.080,1.0445803375,2.080,0.7885403450,2.080,0.2686063725,2.080,-0.7524120025,2.080,-0.3722790075,2.080,1.0822794775,2.080,-0.3267258800
2.090,-0.5073675925,2.090,0.4665268575,2.090,-0.5120799850,2.090,1.0461511350,2.090,0.7822571550,2.090,0.2874559425,2.090,-0.7634075850,2.090,-0.3691374125,2.090,1.1042706425,2.090,-0.3267258800
2.100,-0.5277879600,2.100,0.4900888200,2.100,-0.5325003525,2.100,1.0461511350,2.100,0.7759739650,2.100,0.3063055125,2.100,-0.7728323700,2.100,-0.3675666150,2.100,1.1262618075,2.100,-0.3282966775
2.110,-0.5482083275,2.110,0.5152215800,2.110,-0.5529207200,2.110,1.0445803375,2.110,0.7696907750,2.110,0.3251550825,2.110,-0.7806863575,2.110,-0.3644250200,2.110,1.1482529725,2.110,-0.3298674750
2.120,-0.5686286950,2.120,0.5387835425,2.120,-0.5717702900,2.120,1.0430095400,2.120,0.7618367875,2.120,0.3440046525,2.120,-0.7885403450,2.120,-0.3597126275,2.120,1.1686733400,2.120,-0.3298674750
2.130,-0.5890490625,2.130,0.5639163025,2.130,-0.5906198600,2.130,1.0382971475,2.130,0.7524120025,2.130,0.3628542225,2.130,-0.7963943325,2.130,-0.3565710325,2.130,1.1890937075,2.130,-0.3298674750
2.140,-0.6078986325,2.140,0.5874782650,2.140,-0.6094694300,2.140,1.0351555525,2.140,0.7429872175,2.140,0.3832745900,2.140,-0.8042483200,2.140,-0.3518586400,2.140,1.2079432775,2.140,-0.3298674750
2.150,-0.6283190000,2.150,0.6110402275,2.150,-0.6267482025,2.150,1.0304431600,2.150,0.7319916350,2.150,0.4021241600,2.150,-0.8105315100,2.150,-0.3471462475,2.150,1.2267928475,2.150,-0.3298674750
2.160,-0.6471685700,2.160,0.6346021900,2.160,-0.6455977725,2.160,1.0241599700,2.160,0.7209960525,2.160,0.4209737300,2.160,-0.8168147000,2.160,-0.3424338550,2.160,1.2440716200,2.160,-0.3298674750
2.170,-0.6660181400,2.170,0.6597349500,2.170,-0.6644473425,2.170,1.0163059825,2.170,0.7084296725,2.170,0.4398233000,2.170,-0.8215270925,2.170,-0.3377214625,2.170,1.2613503925,2.170,-0.3282966775
2.180,-0.6848677100,2.180,0.6817261150,2.180,-0.6848677100,2.180,1.0084519950,2.180,0.6958632925,2.180,0.4586728700,2.180,-0.8262394850,2.180,-0.3314382725,2.180,1.2770583675,2.180,-0.3267258800
2.190,-0.7021464825,2.190,0.7052880775,2.190,-0.7037172800,2.190,0.9990272100,2.190,0.6832969125,2.190,0.4775224400,2.190,-0.8293810800,2.190,-0.3251550825,2.190,1.2927663425,2.190,-0.3251550825
