"Time (s) 0","Angle, Ch P1 (rad) 0","Time (s) 0.04","Angle, Ch P1 (rad) 0.04","Time (s) 0.06","Angle, Ch P1 (rad) 0.06","Time (s) 0.1","Angle, Ch P1 (rad) 0.1","Time (s) 0.15","Angle, Ch P1 (rad) 0.15","Time (s) 0.2","Angle, Ch P1 (rad) 0.2","Time (s) 0.25","Angle, Ch P1 (rad) 0.25","Time (s) 0.3","Angle, Ch P1 (rad) 0.3","Time (s) 0.35","Angle, Ch P1 (rad) 0.35","Time (s) 0.4","Angle, Ch P1 (rad) 0.4","Time (s) 0.44","Angle, Ch P1 (rad) 0.44","Time (s) 0.46","Angle, Ch P1 (rad) 0.46","Time (s) 0.47","Angle, Ch P1 (rad) 0.47","Time (s) 0.49","Angle, Ch P1 (rad) 0.49","Time (s) 0.52","Angle, Ch P1 (rad) 0.52","Time (s) 0.51","Angle, Ch P1 (rad) 0.51","Time (s) 0.5","Angle, Ch P1 (rad) 0.5"
4.690,0.0204203675,4.690,-0.0612611025,4.690,0.0282743550,4.690,0.1335177875,4.690,0.1775001175,4.690,-0.2450444100,4.690,-0.0832522675,4.690,-0.0329867475,4.690,-0.0392699375,4.690,-0.1994912825,4.690,0.0361283425,4.690,0.2309072325,4.690,-0.0329867475,4.690,-0.1429425725,4.690,0.0408407350,4.690,0.0219911650,4.690,-0.1319469900
4.700,0.0235619625,4.700,-0.0644026975,4.700,0.0329867475,4.700,0.1319469900,4.700,0.1712169275,4.700,-0.2403320175,4.700,-0.0848230650,4.700,-0.0267035575,4.700,-0.0439823300,4.700,-0.2073452700,4.700,0.0282743550,4.700,0.2356196250,4.700,-0.0251327600,4.700,-0.1350885850,4.700,0.0345575450,4.700,0.0282743550,4.700,-0.1398009775
4.710,0.0282743550,4.710,-0.0691150900,4.710,0.0361283425,4.710,0.1288053950,4.710,0.1633629400,4.710,-0.2340488275,4.710,-0.0863938625,4.710,-0.0204203675,4.710,-0.0486947225,4.710,-0.2151992575,4.710,0.0219911650,4.710,0.2387612200,4.710,-0.0188495700,4.710,-0.1272345975,4.710,0.0267035575,4.710,0.0345575450,4.710,-0.1476549650
4.720,0.0329867475,4.720,-0.0722566850,4.720,0.0408407350,4.720,0.1256638000,4.720,0.1570797500,4.720,-0.2293364350,4.720,-0.0879646600,4.720,-0.0141371775,4.720,-0.0534071150,4.720,-0.2214824475,4.720,0.0157079750,4.720,0.2419028150,4.720,-0.0141371775,4.720,-0.1209514075,4.720,0.0204203675,4.720,0.0408407350,4.720,-0.1539381550
4.730,0.0376991400,4.730,-0.0753982800,4.730,0.0439823300,4.730,0.1225222050,4.730,0.1507965600,4.730,-0.2230532450,4.730,-0.0895354575,4.730,-0.0094247850,4.730,-0.0596903050,4.730,-0.2293364350,4.730,0.0094247850,4.730,0.2450444100,4.730,-0.0078539875,4.730,-0.1130974200,4.730,0.0141371775,4.730,0.0471239250,4.730,-0.1602213450
4.740,0.0424115325,4.740,-0.0785398750,4.740,0.0486947225,4.740,0.1193806100,4.740,0.1429425725,4.740,-0.2183408525,4.740,-0.0895354575,4.740,-0.0031415950,4.740,-0.0644026975,4.740,-0.2356196250,4.740,0.0031415950,4.740,0.2466152075,4.740,-0.0015707975,4.740,-0.1068142300,4.740,0.0078539875,4.740,0.0518363175,4.740,-0.1649337375
4.750,0.0471239250,4.750,-0.0832522675,4.750,0.0534071150,4.750,0.1146682175,4.750,0.1350885850,4.750,-0.2120576625,4.750,-0.0895354575,4.750,0.0015707975,4.750,-0.0691150900,4.750,-0.2419028150,4.750,-0.0031415950,4.750,0.2481860050,4.750,0.0047123925,4.750,-0.1005310400,4.750,0.0031415950,4.750,0.0565487100,4.750,-0.1696461300
4.760,0.0518363175,4.760,-0.0863938625,4.760,0.0581195075,4.760,0.1115266225,4.760,0.1272345975,4.760,-0.2057744725,4.760,-0.0895354575,4.760,0.0062831900,4.760,-0.0753982800,4.760,-0.2481860050,4.760,-0.0094247850,4.760,0.2497568025,4.760,0.0094247850,4.760,-0.0926770525,4.760,-0.0015707975,4.760,0.0596903050,4.760,-0.1743585225
4.770,0.0565487100,4.770,-0.0895354575,4.770,0.0612611025,4.770,0.1068142300,4.770,0.1209514075,4.770,-0.1994912825,4.770,-0.0895354575,4.770,0.0109955825,4.770,-0.0801106725,4.770,-0.2544691950,4.770,-0.0157079750,4.770,0.2497568025,4.770,0.0141371775,4.770,-0.0863938625,4.770,-0.0078539875,4.770,0.0644026975,4.770,-0.1775001175
4.780,0.0612611025,4.780,-0.0926770525,4.780,0.0659734950,4.780,0.1021018375,4.780,0.1130974200,4.780,-0.1932080925,4.780,-0.0879646600,4.780,0.0157079750,4.780,-0.0863938625,4.780,-0.2591815875,4.780,-0.0219911650,4.780,0.2497568025,4.780,0.0188495700,4.780,-0.0785398750,4.780,-0.0109955825,4.780,0.0675442925,4.780,-0.1806417125
4.790,0.0659734950,4.790,-0.0958186475,4.790,0.0722566850,4.790,0.0973894450,4.790,0.1052434325,4.790,-0.1869249025,4.790,-0.0863938625,4.790,0.0204203675,4.790,-0.0926770525,4.790,-0.2638939800,4.790,-0.0282743550,4.790,0.2481860050,4.790,0.0235619625,4.790,-0.0722566850,4.790,-0.0157079750,4.790,0.0691150900,4.790,-0.1822125100
4.800,0.0706858875,4.800,-0.0989602425,4.800,0.0769690775,4.800,0.0926770525,4.800,0.0958186475,4.800,-0.1806417125,4.800,-0.0848230650,4.800,0.0235619625,4.800,-0.0973894450,4.800,-0.2686063725,4.800,-0.0329867475,4.800,0.2466152075,4.800,0.0282743550,4.800,-0.0659734950,4.800,-0.0188495700,4.800,0.0722566850,4.800,-0.1822125100
4.810,0.0753982800,4.810,-0.1021018375,4.810,0.0816814700,4.810,0.0863938625,4.810,0.0879646600,4.810,-0.1727877250,4.810,-0.0832522675,4.810,0.0267035575,4.810,-0.1036726350,4.810,-0.2733187650,4.810,-0.0392699375,4.810,0.2450444100,4.810,0.0314159500,4.810,-0.0596903050,4.810,-0.0235619625,4.810,0.0738274825,4.810,-0.1822125100
4.820,0.0801106725,4.820,-0.1052434325,4.820,0.0863938625,4.820,0.0816814700,4.820,0.0801106725,4.820,-0.1665045350,4.820,-0.0816814700,4.820,0.0298451525,4.820,-0.1099558250,4.820,-0.2764603600,4.820,-0.0439823300,4.820,0.2419028150,4.820,0.0345575450,4.820,-0.0534071150,4.820,-0.0267035575,4.820,0.0753982800,4.820,-0.1806417125
4.830,0.0848230650,4.830,-0.1083850275,4.830,0.0911062550,4.830,0.0753982800,4.830,0.0722566850,4.830,-0.1602213450,4.830,-0.0785398750,4.830,0.0329867475,4.830,-0.1146682175,4.830,-0.2796019550,4.830,-0.0486947225,4.830,0.2387612200,4.830,0.0392699375,4.830,-0.0471239250,4.830,-0.0282743550,4.830,0.0769690775,4.830,-0.1790709150
4.840,0.0895354575,4.840,-0.1115266225,4.840,0.0958186475,4.840,0.0691150900,4.840,0.0628319000,4.840,-0.1523673575,4.840,-0.0769690775,4.840,0.0361283425,4.840,-0.1209514075,4.840,-0.2827435500,4.840,-0.0534071150,4.840,0.2356196250,4.840,0.0408407350,4.840,-0.0424115325,4.840,-0.0314159500,4.840,0.0769690775,4.840,-0.1775001175
4.850,0.0926770525,4.850,-0.1146682175,4.850,0.1021018375,4.850,0.0628319000,4.850,0.0549779125,4.850,-0.1460841675,4.850,-0.0738274825,4.850,0.0376991400,4.850,-0.1256638000,4.850,-0.2843143475,4.850,-0.0565487100,4.850,0.2309072325,4.850,0.0439823300,4.850,-0.0376991400,4.850,-0.0329867475,4.850,0.0769690775,4.850,-0.1743585225
4.860,0.0973894450,4.860,-0.1162390150,4.860,0.1068142300,4.860,0.0565487100,4.860,0.0471239250,4.860,-0.1398009775,4.860,-0.0706858875,4.860,0.0392699375,4.860,-0.1319469900,4.860,-0.2858851450,4.860,-0.0612611025,4.860,0.2261948400,4.860,0.0455531275,4.860,-0.0329867475,4.860,-0.0345575450,4.860,0.0753982800,4.860,-0.1696461300
4.870,0.1021018375,4.870,-0.1193806100,4.870,0.1115266225,4.870,0.0502655200,4.870,0.0392699375,4.870,-0.1319469900,4.870,-0.0659734950,4.870,0.0408407350,4.870,-0.1366593825,4.870,-0.2874559425,4.870,-0.0644026975,4.870,0.2199116500,4.870,0.0471239250,4.870,-0.0282743550,4.870,-0.0361283425,4.870,0.0738274825,4.870,-0.1649337375
4.880,0.1068142300,4.880,-0.1225222050,4.880,0.1178098125,4.880,0.0439823300,4.880,0.0298451525,4.880,-0.1256638000,4.880,-0.0628319000,4.880,0.0408407350,4.880,-0.1429425725,4.880,-0.2874559425,4.880,-0.0675442925,4.880,0.2151992575,4.880,0.0486947225,4.880,-0.0251327600,4.880,-0.0361283425,4.880,0.0722566850,4.880,-0.1586505475
4.890,0.1099558250,4.890,-0.1240930025,4.890,0.1225222050,4.890,0.0361283425,4.890,0.0219911650,4.890,-0.1193806100,4.890,-0.0581195075,4.890,0.0424115325,4.890,-0.1476549650,4.890,-0.2874559425,4.890,-0.0706858875,4.890,0.2089160675,4.890,0.0502655200,4.890,-0.0204203675,4.890,-0.0376991400,4.890,0.0706858875,4.890,-0.1523673575
4.900,0.1146682175,4.900,-0.1272345975,4.900,0.1272345975,4.900,0.0298451525,4.900,0.0141371775,4.900,-0.1115266225,4.900,-0.0534071150,4.900,0.0424115325,4.900,-0.1523673575,4.900,-0.2874559425,4.900,-0.0722566850,4.900,0.2010620800,4.900,0.0502655200,4.900,-0.0172787725,4.900,-0.0361283425,4.900,0.0691150900,4.900,-0.1445133700
4.910,0.1193806100,4.910,-0.1288053950,4.910,0.1319469900,4.910,0.0235619625,4.910,0.0062831900,4.910,-0.1052434325,4.910,-0.0486947225,4.910,0.0424115325,4.910,-0.1570797500,4.910,-0.2874559425,4.910,-0.0738274825,4.910,0.1932080925,4.910,0.0502655200,4.910,-0.0125663800,4.910,-0.0361283425,4.910,0.0659734950,4.910,-0.1382301800
4.920,0.1225222050,4.920,-0.1319469900,4.920,0.1382301800,4.920,0.0157079750,4.920,-0.0015707975,4.920,-0.0989602425,4.920,-0.0439823300,4.920,0.0408407350,4.920,-0.1617921425,4.920,-0.2858851450,4.920,-0.0769690775,4.920,0.1853541050,4.920,0.0502655200,4.920,-0.0094247850,4.920,-0.0345575450,4.920,0.0612611025,4.920,-0.1303761925
4.930,0.1272345975,4.930,-0.1335177875,4.930,0.1429425725,4.930,0.0094247850,4.930,-0.0109955825,4.930,-0.0926770525,4.930,-0.0392699375,4.930,0.0408407350,4.930,-0.1665045350,4.930,-0.2843143475,4.930,-0.0769690775,4.930,0.1775001175,4.930,0.0486947225,4.930,-0.0062831900,4.930,-0.0329867475,4.930,0.0565487100,4.930,-0.1209514075
4.940,0.1303761925,4.940,-0.1350885850,4.940,0.1476549650,4.940,0.0015707975,4.940,-0.0188495700,4.940,-0.0848230650,4.940,-0.0329867475,4.940,0.0392699375,4.940,-0.1712169275,4.940,-0.2811727525,4.940,-0.0785398750,4.940,0.1696461300,4.940,0.0486947225,4.940,-0.0047123925,4.940,-0.0314159500,4.940,0.0518363175,4.940,-0.1115266225
4.950,0.1350885850,4.950,-0.1366593825,4.950,0.1523673575,4.950,-0.0062831900,4.950,-0.0251327600,4.950,-0.0785398750,4.950,-0.0282743550,4.950,0.0376991400,4.950,-0.1759293200,4.950,-0.2780311575,4.950,-0.0785398750,4.950,0.1602213450,4.950,0.0471239250,4.950,-0.0031415950,4.950,-0.0298451525,4.950,0.0471239250,4.950,-0.1005310400
4.960,0.1382301800,4.960,-0.1382301800,4.960,0.1586505475,4.960,-0.0125663800,4.960,-0.0329867475,4.960,-0.0738274825,4.960,-0.0219911650,4.960,0.0345575450,4.960,-0.1790709150,4.960,-0.2748895625,4.960,-0.0785398750,4.960,0.1507965600,4.960,0.0439823300,4.960,-0.0015707975,4.960,-0.0267035575,4.960,0.0424115325,4.960,-0.0895354575
4.970,0.1413717750,4.970,-0.1398009775,4.970,0.1633629400,4.970,-0.0204203675,4.970,-0.0408407350,4.970,-0.0675442925,4.970,-0.0157079750,4.970,0.0329867475,4.970,-0.1822125100,4.970,-0.2717479675,4.970,-0.0785398750,4.970,0.1413717750,4.970,0.0424115325,4.970,-0.0015707975,4.970,-0.0235619625,4.970,0.0376991400,4.970,-0.0785398750
4.980,0.1460841675,4.980,-0.1413717750,4.980,0.1680753325,4.980,-0.0282743550,4.980,-0.0471239250,4.980,-0.0612611025,4.980,-0.0094247850,4.980,0.0298451525,4.980,-0.1869249025,4.980,-0.2670355750,4.980,-0.0785398750,4.980,0.1319469900,4.980,0.0392699375,4.980,-2.4719809533E-17,4.980,-0.0188495700,4.980,0.0314159500,4.980,-0.0675442925
4.990,0.1492257625,4.990,-0.1429425725,4.990,0.1727877250,4.990,-0.0361283425,4.990,-0.0549779125,4.990,-0.0549779125,4.990,-0.0031415950,4.990,0.0267035575,4.990,-0.1900664975,4.990,-0.2623231825,4.990,-0.0769690775,4.990,0.1225222050,4.990,0.0361283425,4.990,-2.4719809533E-17,4.990,-0.0141371775,4.990,0.0251327600,4.990,-0.0549779125
5.000,0.1523673575,5.000,-0.1429425725,5.000,0.1775001175,5.000,-0.0424115325,5.000,-0.0612611025,5.000,-0.0502655200,5.000,0.0031415950,5.000,0.0219911650,5.000,-0.1932080925,5.000,-0.2576107900,5.000,-0.0753982800,5.000,0.1130974200,5.000,0.0329867475,5.000,-2.4719809533E-17,5.000,-0.0109955825,5.000,0.0172787725,5.000,-0.0439823300
5.010,0.1555089525,5.010,-0.1445133700,5.010,0.1822125100,5.010,-0.0502655200,5.010,-0.0675442925,5.010,-0.0455531275,5.010,0.0094247850,5.010,0.0188495700,5.010,-0.1947788900,5.010,-0.2528983975,5.010,-0.0738274825,5.010,0.1021018375,5.010,0.0298451525,5.010,-0.0015707975,5.010,-0.0062831900,5.010,0.0109955825,5.010,-0.0314159500
5.020,0.1570797500,5.020,-0.1445133700,5.020,0.1853541050,5.020,-0.0581195075,5.020,-0.0738274825,5.020,-0.0392699375,5.020,0.0157079750,5.020,0.0141371775,5.020,-0.1979204850,5.020,-0.2466152075,5.020,-0.0722566850,5.020,0.0926770525,5.020,0.0251327600,5.020,-0.0031415950,5.020,6.2450045135E-17,5.020,0.0031415950,5.020,-0.0188495700
5.030,0.1602213450,5.030,-0.1460841675,5.030,0.1900664975,5.030,-0.0644026975,5.030,-0.0801106725,5.030,-0.0345575450,5.030,0.0219911650,5.030,0.0094247850,5.030,-0.1994912825,5.030,-0.2403320175,5.030,-0.0691150900,5.030,0.0816814700,5.030,0.0204203675,5.030,-0.0047123925,5.030,0.0047123925,5.030,-0.0047123925,5.030,-0.0047123925
5.040,0.1633629400,5.040,-0.1460841675,5.040,0.1947788900,5.040,-0.0722566850,5.040,-0.0863938625,5.040,-0.0314159500,5.040,0.0282743550,5.040,0.0047123925,5.040,-0.2010620800,5.040,-0.2340488275,5.040,-0.0659734950,5.040,0.0722566850,5.040,0.0157079750,5.040,-0.0062831900,5.040,0.0109955825,5.040,-0.0109955825,5.040,0.0078539875
5.050,0.1649337375,5.050,-0.1460841675,5.050,0.1979204850,5.050,-0.0785398750,5.050,-0.0911062550,5.050,-0.0267035575,5.050,0.0361283425,5.050,1.2143064332E-17,5.050,-0.2026328775,5.050,-0.2261948400,5.050,-0.0628319000,5.050,0.0628319000,5.050,0.0109955825,5.050,-0.0094247850,5.050,0.0172787725,5.050,-0.0188495700,5.050,0.0219911650
5.060,0.1680753325,5.060,-0.1476549650,5.060,0.2026328775,5.060,-0.0863938625,5.060,-0.0973894450,5.060,-0.0219911650,5.060,0.0424115325,5.060,-0.0047123925,5.060,-0.2042036750,5.060,-0.2199116500,5.060,-0.0596903050,5.060,0.0518363175,5.060,0.0062831900,5.060,-0.0125663800,5.060,0.0235619625,5.060,-0.0267035575,5.060,0.0345575450
5.070,0.1696461300,5.070,-0.1476549650,5.070,0.2057744725,5.070,-0.0926770525,5.070,-0.1021018375,5.070,-0.0188495700,5.070,0.0486947225,5.070,-0.0109955825,5.070,-0.2042036750,5.070,-0.2120576625,5.070,-0.0565487100,5.070,0.0424115325,5.070,-1.3877787808E-17,5.070,-0.0157079750,5.070,0.0298451525,5.070,-0.0345575450,5.070,0.0471239250
5.080,0.1712169275,5.080,-0.1476549650,5.080,0.2089160675,5.080,-0.0989602425,5.080,-0.1068142300,5.080,-0.0157079750,5.080,0.0565487100,5.080,-0.0172787725,5.080,-0.2057744725,5.080,-0.2042036750,5.080,-0.0518363175,5.080,0.0329867475,5.080,-0.0047123925,5.080,-0.0188495700,5.080,0.0361283425,5.080,-0.0424115325,5.080,0.0596903050
5.090,0.1727877250,5.090,-0.1460841675,5.090,0.2136284600,5.090,-0.1068142300,5.090,-0.1099558250,5.090,-0.0125663800,5.090,0.0628319000,5.090,-0.0235619625,5.090,-0.2057744725,5.090,-0.1963496875,5.090,-0.0471239250,5.090,0.0235619625,5.090,-0.0109955825,5.090,-0.0235619625,5.090,0.0424115325,5.090,-0.0518363175,5.090,0.0722566850
5.100,0.1743585225,5.100,-0.1460841675,5.100,0.2167700550,5.100,-0.1130974200,5.100,-0.1146682175,5.100,-0.0094247850,5.100,0.0691150900,5.100,-0.0298451525,5.100,-0.2057744725,5.100,-0.1884957000,5.100,-0.0424115325,5.100,0.0141371775,5.100,-0.0172787725,5.100,-0.0267035575,5.100,0.0502655200,5.100,-0.0596903050,5.100,0.0832522675
5.110,0.1759293200,5.110,-0.1460841675,5.110,0.2199116500,5.110,-0.1193806100,5.110,-0.1178098125,5.110,-0.0062831900,5.110,0.0753982800,5.110,-0.0361283425,5.110,-0.2057744725,5.110,-0.1806417125,5.110,-0.0376991400,5.110,0.0047123925,5.110,-0.0235619625,5.110,-0.0329867475,5.110,0.0565487100,5.110,-0.0675442925,5.110,0.0958186475
5.120,0.1775001175,5.120,-0.1445133700,5.120,0.2214824475,5.120,-0.1256638000,5.120,-0.1209514075,5.120,-0.0047123925,5.120,0.0832522675,5.120,-0.0424115325,5.120,-0.2042036750,5.120,-0.1712169275,5.120,-0.0314159500,5.120,-0.0031415950,5.120,-0.0298451525,5.120,-0.0376991400,5.120,0.0644026975,5.120,-0.0753982800,5.120,0.1068142300
5.130,0.1790709150,5.130,-0.1445133700,5.130,0.2246240425,5.130,-0.1319469900,5.130,-0.1240930025,5.130,-0.0015707975,5.130,0.0895354575,5.130,-0.0486947225,5.130,-0.2042036750,5.130,-0.1633629400,5.130,-0.0267035575,5.130,-0.0125663800,5.130,-0.0361283425,5.130,-0.0424115325,5.130,0.0706858875,5.130,-0.0832522675,5.130,0.1178098125
5.140,0.1790709150,5.140,-0.1429425725,5.140,0.2277656375,5.140,-0.1366593825,5.140,-0.1272345975,5.140,-1.1058862159E-17,5.140,0.0958186475,5.140,-0.0565487100,5.140,-0.2026328775,5.140,-0.1539381550,5.140,-0.0204203675,5.140,-0.0204203675,5.140,-0.0424115325,5.140,-0.0486947225,5.140,0.0785398750,5.140,-0.0911062550,5.140,0.1303761925
5.150,0.1806417125,5.150,-0.1429425725,5.150,0.2293364350,5.150,-0.1429425725,5.150,-0.1288053950,5.150,0.0015707975,5.150,0.1021018375,5.150,-0.0628319000,5.150,-0.2010620800,5.150,-0.1460841675,5.150,-0.0141371775,5.150,-0.0282743550,5.150,-0.0502655200,5.150,-0.0549779125,5.150,0.0863938625,5.150,-0.0973894450,5.150,0.1413717750
5.160,0.1806417125,5.160,-0.1413717750,5.160,0.2324780300,5.160,-0.1476549650,5.160,-0.1303761925,5.160,0.0015707975,5.160,0.1083850275,5.160,-0.0706858875,5.160,-0.1994912825,5.160,-0.1366593825,5.160,-0.0078539875,5.160,-0.0361283425,5.160,-0.0565487100,5.160,-0.0612611025,5.160,0.0926770525,5.160,-0.1052434325,5.160,0.1523673575
5.170,0.1806417125,5.170,-0.1398009775,5.170,0.2340488275,5.170,-0.1523673575,5.170,-0.1319469900,5.170,0.0031415950,5.170,0.1146682175,5.170,-0.0785398750,5.170,-0.1963496875,5.170,-0.1288053950,5.170,-0.0015707975,5.170,-0.0424115325,5.170,-0.0628319000,5.170,-0.0675442925,5.170,0.1005310400,5.170,-0.1115266225,5.170,0.1633629400
5.180,0.1806417125,5.180,-0.1382301800,5.180,0.2356196250,5.180,-0.1586505475,5.180,-0.1335177875,5.180,0.0031415950,5.180,0.1193806100,5.180,-0.0848230650,5.180,-0.1947788900,5.180,-0.1193806100,5.180,0.0047123925,5.180,-0.0502655200,5.180,-0.0691150900,5.180,-0.0738274825,5.180,0.1083850275,5.180,-0.1178098125,5.180,0.1743585225
5.190,0.1806417125,5.190,-0.1366593825,5.190,0.2371904225,5.190,-0.1617921425,5.190,-0.1350885850,5.190,0.0031415950,5.190,0.1256638000,5.190,-0.0926770525,5.190,-0.1916372950,5.190,-0.1115266225,5.190,0.0109955825,5.190,-0.0549779125,5.190,-0.0769690775,5.190,-0.0801106725,5.190,0.1146682175,5.190,-0.1240930025,5.190,0.1837833075
5.200,0.1806417125,5.200,-0.1350885850,5.200,0.2387612200,5.200,-0.1665045350,5.200,-0.1350885850,5.200,0.0031415950,5.200,0.1319469900,5.200,-0.1005310400,5.200,-0.1884957000,5.200,-0.1021018375,5.200,0.0172787725,5.200,-0.0612611025,5.200,-0.0832522675,5.200,-0.0863938625,5.200,0.1225222050,5.200,-0.1303761925,5.200,0.1916372950
5.210,0.1806417125,5.210,-0.1335177875,5.210,0.2387612200,5.210,-0.1712169275,5.210,-0.1350885850,5.210,0.0031415950,5.210,0.1366593825,5.210,-0.1068142300,5.210,-0.1853541050,5.210,-0.0942478500,5.210,0.0235619625,5.210,-0.0659734950,5.210,-0.0895354575,5.210,-0.0942478500,5.210,0.1288053950,5.210,-0.1366593825,5.210,0.1994912825
5.220,0.1790709150,5.220,-0.1303761925,5.220,0.2403320175,5.220,-0.1743585225,5.220,-0.1350885850,5.220,0.0015707975,5.220,0.1413717750,5.220,-0.1146682175,5.220,-0.1806417125,5.220,-0.0863938625,5.220,0.0298451525,5.220,-0.0706858875,5.220,-0.0958186475,5.220,-0.1005310400,5.220,0.1350885850,5.220,-0.1429425725,5.220,0.2073452700
5.230,0.1790709150,5.230,-0.1288053950,5.230,0.2403320175,5.230,-0.1775001175,5.230,-0.1335177875,5.230,0.0015707975,5.230,0.1460841675,5.230,-0.1225222050,5.230,-0.1775001175,5.230,-0.0785398750,5.230,0.0361283425,5.230,-0.0738274825,5.230,-0.1021018375,5.230,-0.1083850275,5.230,0.1413717750,5.230,-0.1492257625,5.230,0.2136284600
5.240,0.1775001175,5.240,-0.1272345975,5.240,0.2419028150,5.240,-0.1806417125,5.240,-0.1319469900,5.240,-1.0842021725E-17,5.240,0.1507965600,5.240,-0.1288053950,5.240,-0.1727877250,5.240,-0.0706858875,5.240,0.0424115325,5.240,-0.0769690775,5.240,-0.1083850275,5.240,-0.1162390150,5.240,0.1476549650,5.240,-0.1539381550,5.240,0.2199116500
5.250,0.1775001175,5.250,-0.1240930025,5.250,0.2419028150,5.250,-0.1837833075,5.250,-0.1303761925,5.250,-0.0015707975,5.250,0.1555089525,5.250,-0.1366593825,5.250,-0.1696461300,5.250,-0.0628319000,5.250,0.0486947225,5.250,-0.0801106725,5.250,-0.1130974200,5.250,-0.1225222050,5.250,0.1523673575,5.250,-0.1602213450,5.250,0.2261948400
5.260,0.1759293200,5.260,-0.1225222050,5.260,0.2419028150,5.260,-0.1869249025,5.260,-0.1288053950,5.260,-0.0047123925,5.260,0.1586505475,5.260,-0.1429425725,5.260,-0.1649337375,5.260,-0.0565487100,5.260,0.0549779125,5.260,-0.0816814700,5.260,-0.1193806100,5.260,-0.1288053950,5.260,0.1586505475,5.260,-0.1633629400,5.260,0.2309072325
5.270,0.1743585225,5.270,-0.1193806100,5.270,0.2419028150,5.270,-0.1900664975,5.270,-0.1272345975,5.270,-0.0062831900,5.270,0.1633629400,5.270,-0.1507965600,5.270,-0.1602213450,5.270,-0.0486947225,5.270,0.0612611025,5.270,-0.0832522675,5.270,-0.1256638000,5.270,-0.1366593825,5.270,0.1633629400,5.270,-0.1680753325,5.270,0.2356196250
5.280,0.1712169275,5.280,-0.1162390150,5.280,0.2403320175,5.280,-0.1916372950,5.280,-0.1240930025,5.280,-0.0094247850,5.280,0.1665045350,5.280,-0.1570797500,5.280,-0.1555089525,5.280,-0.0424115325,5.280,0.0691150900,5.280,-0.0848230650,5.280,-0.1303761925,5.280,-0.1429425725,5.280,0.1680753325,5.280,-0.1712169275,5.280,0.2387612200
5.290,0.1696461300,5.290,-0.1130974200,5.290,0.2403320175,5.290,-0.1932080925,5.290,-0.1209514075,5.290,-0.0125663800,5.290,0.1696461300,5.290,-0.1633629400,5.290,-0.1507965600,5.290,-0.0361283425,5.290,0.0738274825,5.290,-0.0848230650,5.290,-0.1350885850,5.290,-0.1507965600,5.290,0.1727877250,5.290,-0.1743585225,5.290,0.2403320175
5.300,0.1680753325,5.300,-0.1115266225,5.300,0.2403320175,5.300,-0.1947788900,5.300,-0.1178098125,5.300,-0.0157079750,5.300,0.1727877250,5.300,-0.1696461300,5.300,-0.1445133700,5.300,-0.0298451525,5.300,0.0801106725,5.300,-0.0832522675,5.300,-0.1398009775,5.300,-0.1570797500,5.300,0.1775001175,5.300,-0.1775001175,5.300,0.2419028150
5.310,0.1665045350,5.310,-0.1083850275,5.310,0.2387612200,5.310,-0.1963496875,5.310,-0.1146682175,5.310,-0.0188495700,5.310,0.1759293200,5.310,-0.1775001175,5.310,-0.1398009775,5.310,-0.0235619625,5.310,0.0863938625,5.310,-0.0832522675,5.310,-0.1445133700,5.310,-0.1649337375,5.310,0.1822125100,5.310,-0.1806417125,5.310,0.2419028150
5.320,0.1633629400,5.320,-0.1052434325,5.320,0.2371904225,5.320,-0.1979204850,5.320,-0.1099558250,5.320,-0.0235619625,5.320,0.1775001175,5.320,-0.1822125100,5.320,-0.1350885850,5.320,-0.0188495700,5.320,0.0926770525,5.320,-0.0816814700,5.320,-0.1476549650,5.320,-0.1712169275,5.320,0.1853541050,5.320,-0.1822125100,5.320,0.2434736125
5.330,0.1602213450,5.330,-0.1021018375,5.330,0.2356196250,5.330,-0.1979204850,5.330,-0.1052434325,5.330,-0.0267035575,5.330,0.1790709150,5.330,-0.1884957000,5.330,-0.1288053950,5.330,-0.0125663800,5.330,0.0973894450,5.330,-0.0801106725,5.330,-0.1523673575,5.330,-0.1775001175,5.330,0.1884957000,5.330,-0.1837833075,5.330,0.2419028150
5.340,0.1586505475,5.340,-0.0989602425,5.340,0.2340488275,5.340,-0.1979204850,5.340,-0.1005310400,5.340,-0.0314159500,5.340,0.1806417125,5.340,-0.1947788900,5.340,-0.1240930025,5.340,-0.0094247850,5.340,0.1021018375,5.340,-0.0769690775,5.340,-0.1555089525,5.340,-0.1822125100,5.340,0.1916372950,5.340,-0.1837833075,5.340,0.2403320175
5.350,0.1555089525,5.350,-0.0958186475,5.350,0.2324780300,5.350,-0.1979204850,5.350,-0.0958186475,5.350,-0.0361283425,5.350,0.1822125100,5.350,-0.1994912825,5.350,-0.1178098125,5.350,-0.0047123925,5.350,0.1083850275,5.350,-0.0738274825,5.350,-0.1586505475,5.350,-0.1884957000,5.350,0.1932080925,5.350,-0.1837833075,5.350,0.2387612200
